💎内网源💎,#genre#
河南卫视,http://27.148.240.138/PLTV/88888888/224/3221227308/1.m3u8
内蒙古卫视,http://27.148.240.138/PLTV/88888888/224/3221227309/1.m3u8
河北卫视,http://27.148.240.138/PLTV/88888888/224/3221227316/1.m3u8
黑龙江卫视,http://27.148.240.138/PLTV/88888888/224/3221227319/1.m3u8
山西卫视,http://27.148.240.138/PLTV/88888888/224/3221227323/1.m3u8
陕西卫视,http://27.148.240.138/PLTV/88888888/224/3221227324/1.m3u8
青海卫视,http://27.148.240.138/PLTV/88888888/224/3221227327/1.m3u8
广西卫视,http://27.148.240.138/PLTV/88888888/224/3221227328/1.m3u8
新疆卫视,http://27.148.240.138/PLTV/88888888/224/3221227332/1.m3u8
兵团卫视,http://27.148.240.138/PLTV/88888888/224/3221227335/1.m3u8
西藏卫视,http://27.148.240.138/PLTV/88888888/224/3221227344/1.m3u8

福建地方,#genre#
福建综合,http://27.148.240.138/PLTV/88888888/224/3221226722/1.m3u8
福建电视剧,http://27.148.240.138/PLTV/88888888/224/3221226732/1.m3u8
福建新闻,http://27.148.240.138/PLTV/88888888/224/3221226736/1.m3u8
福建少儿,http://27.148.240.138/PLTV/88888888/224/3221226738/1.m3u8
福建综合,http://27.148.240.138/PLTV/88888888/224/3221226745/1.m3u8
福建文体,http://27.148.240.138/PLTV/88888888/224/3221226749/1.m3u8
福建经济,http://27.148.240.138/PLTV/88888888/224/3221226920/1.m3u8
福建公共,http://27.148.240.138/PLTV/88888888/224/3221226928/1.m3u8
福建旅游,http://27.148.240.138/PLTV/88888888/224/3221226854/1.m3u8

高清频道,#genre#
华数经典电影,http://27.148.240.138/PLTV/88888888/224/3221226758/1.m3u8
华数电视剧,http://27.148.240.138/PLTV/88888888/224/3221226772/1.m3u8
央视网,http://27.148.240.138/PLTV/88888888/224/3221226776/1.m3u8
CGTN,http://27.148.240.138/PLTV/88888888/224/3221226822/1.m3u8
中国教育2台,http://27.148.240.138/PLTV/88888888/224/3221226840/1.m3u8
健身频道,http://27.148.240.138/PLTV/88888888/224/3221226845/1.m3u8
家有购物,http://27.148.240.138/PLTV/88888888/224/3221226853/1.m3u8
中国天气,http://27.148.240.138/PLTV/88888888/224/3221226861/1.m3u8
福建教育,http://27.148.240.138/PLTV/88888888/224/3221226884/1.m3u8
嘉佳卡通,http://27.148.240.138/PLTV/88888888/224/3221226890/1.m3u8
华数老电影,http://27.148.240.138/PLTV/88888888/224/3221226892/1.m3u8
BESTV,http://27.148.240.138/PLTV/88888888/224/3221227005/1.m3u8

精彩频道,#genre#
中国教育1台,http://27.148.240.138/PLTV/88888888/224/3221226912/1.m3u8
卡酷少儿,http://27.148.240.138/PLTV/88888888/224/3221226916/1.m3u8
金鹰纪实,http://27.148.240.138/PLTV/88888888/224/3221226950/1.m3u8
维护中,http://27.148.240.138/PLTV/88888888/224/3221227035/1.m3u8
BESTV,http://27.148.240.138/PLTV/88888888/224/3221227039/1.m3u8
中国教育4台,http://27.148.240.138/PLTV/88888888/224/3221227075/1.m3u8
华数经典电影,http://27.148.240.138/PLTV/88888888/224/3221227132/1.m3u8
金鹰纪实,http://27.148.240.138/PLTV/88888888/224/3221227250/1.m3u8
CGTN俄语,http://27.148.240.138/PLTV/88888888/224/3221227278/1.m3u8
金鹰卡通,http://27.148.240.138/PLTV/88888888/224/3221227340/1.m3u8
CGTN纪录,http://27.148.240.138/PLTV/88888888/224/3221227367/1.m3u8
CGTN法语,http://27.148.240.138/PLTV/88888888/224/3221227380/1.m3u8
测试频道,http://27.148.240.138/PLTV/88888888/224/3221226974/1.m3u8
