💎内网源💎,#genre#
山西卫视,http://8.138.7.223/tv/cqyx2.php?id=shanxiSD
兵团卫视,http://8.138.7.223/tv/cqyx2.php?id=bingtuanSD
宁夏卫视,http://8.138.7.223/tv/cqyx2.php?id=ningxia
北京卡酷少儿,http://8.138.7.223/tv/cqyx2.php?id=bjkakuSD
金鹰卡通,http://8.138.7.223/tv/cqyx2.php?id=jinyingSD
三沙卫视,http://8.138.7.223/tv/cqyx2.php?id=sanshaSD
青海卫视,http://8.138.7.223/tv/cqyx2.php?id=qinghaiSD
山东教育卫视,http://8.138.7.223/tv/cqyx2.php?id=sdjiaoyuSD
新疆卫视,http://8.138.7.223/tv/cqyx2.php?id=xinjiangSD
西藏卫视,http://8.138.7.223/tv/cqyx2.php?id=xizangSD

重庆地方,#genre#
重庆卫视,http://8.138.7.223/tv/cqyx2.php?id=chongqingHD
重庆新闻,http://8.138.7.223/tv/cqyx2.php?id=CQTVNewsHD
重庆影视,http://8.138.7.223/tv/cqyx2.php?id=cqyingshiHD
重庆社会与法,http://8.138.7.223/tv/cqyx2.php?id=CQTVTrendyHD
重庆时尚生活,http://8.138.7.223/tv/cqyx2.php?id=cqssgwHD
重庆文体娱乐,http://8.138.7.223/tv/cqyx2.php?id=cqwtylHD
重庆新农村,http://8.138.7.223/tv/cqyx2.php?id=cqggncHD
重庆少儿,http://8.138.7.223/tv/cqyx2.php?id=cqseHD
重庆科教,http://8.138.7.223/tv/cqyx2.php?id=CQTVkejiaoHD
爱看导视,http://8.138.7.223/tv/cqyx2.php?id=aikanHD
重庆汽摩,http://8.138.7.223/tv/cqyx2.php?id=cqcarSD
重庆移动,http://8.138.7.223/tv/cqyx2.php?id=mryyHD
重广融媒,http://8.138.7.223/tv/cqyx2.php?id=cqrongmei

付费频道,#genre#
第一剧场,http://8.138.7.223/tv/cqyx2.php?id=diyijuchangHD
都市剧场,http://8.138.7.223/tv/cqyx2.php?id=dsjcHD
动漫秀场,http://8.138.7.223/tv/cqyx2.php?id=dmxcHD
魅力足球,http://8.138.7.223/tv/cqyx2.php?id=mlzqHD
风云剧场,http://8.138.7.223/tv/cqyx2.php?id=fyjcHD
求索纪录,http://8.138.7.223/tv/cqyx2.php?id=qsjlHD
兵器科技,http://8.138.7.223/tv/cqyx2.php?id=bqkjHD
游戏风云,http://8.138.7.223/tv/cqyx2.php?id=yxfyHD
怀旧剧场,http://8.138.7.223/tv/cqyx2.php?id=hjjcHD
风云音乐,http://8.138.7.223/tv/cqyx2.php?id=fyyyHD
央视台球,http://8.138.7.223/tv/cqyx2.php?id=ystqHD
风云足球,http://8.138.7.223/tv/cqyx2.php?id=fyzqHD
央视文化精品,http://8.138.7.223/tv/cqyx2.php?id=yswhHD
高尔夫网球,http://8.138.7.223/tv/cqyx2.php?id=golfHD

高清频道,#genre#
欢笑剧场,http://8.138.7.223/tv/cqyx2.php?id=hxjc_4K
中国天气,http://8.138.7.223/tv/cqyx2.php?id=tianqiSD
北京纪实科教,http://8.138.7.223/tv/cqyx2.php?id=bjayjsSD
生活时尚,http://8.138.7.223/tv/cqyx2.php?id=shenghuo
百姓健康,http://8.138.7.223/tv/cqyx2.php?id=jiankangSD
快乐垂钓,http://8.138.7.223/tv/cqyx2.php?id=klcdHD
女性时尚,http://8.138.7.223/tv/cqyx2.php?id=nvxing
中学生,http://8.138.7.223/tv/cqyx2.php?id=qicai
天元围棋,http://8.138.7.223/tv/cqyx2.php?id=weiqi
先锋乒羽,http://8.138.7.223/tv/cqyx2.php?id=xianfeng
环球旅游,http://8.138.7.223/tv/cqyx2.php?id=huanqiulvyou
老故事,http://8.138.7.223/tv/cqyx2.php?id=gushi
摄影频道,http://8.138.7.223/tv/cqyx2.php?id=sheying
靓妆,http://8.138.7.223/tv/cqyx2.php?id=liang
财富天下,http://8.138.7.223/tv/cqyx2.php?id=caifu

精彩频道,#genre#
早期教育,http://8.138.7.223/tv/cqyx2.php?id=zaojiaoHD
东方财经,http://8.138.7.223/tv/cqyx2.php?id=dfcj
证券服务,http://8.138.7.223/tv/cqyx2.php?id=jiazheng
书画,http://8.138.7.223/tv/cqyx2.php?id=shuhua
新动漫,http://8.138.7.223/tv/cqyx2.php?id=dongman
国学频道,http://8.138.7.223/tv/cqyx2.php?id=guoxue
优优宝贝,http://8.138.7.223/tv/cqyx2.php?id=youxi
中华特产,http://8.138.7.223/tv/cqyx2.php?id=techan
环球奇观,http://8.138.7.223/tv/cqyx2.php?id=car
生态环境,http://8.138.7.223/tv/cqyx2.php?id=shengtai
四海钓鱼,http://8.138.7.223/tv/cqyx2.php?id=diaoyu
发现之旅,http://8.138.7.223/tv/cqyx2.php?id=faxian
车迷,http://8.138.7.223/tv/cqyx2.php?id=doxtv
法治天地,http://8.138.7.223/tv/cqyx2.php?id=fazhi
金色学堂,http://8.138.7.223/tv/cqyx2.php?id=jinse
收藏天下,http://8.138.7.223/tv/cqyx2.php?id=soucang
